0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.103624628567743,0.120702879205239,0.140723082895213,0.16664466538166,0.189237681507795,0.19304023948528,0.208585660754057,0.227678090249322,0.181734259571121,0.147637365501239,0.1476407756500652,0.1476407756500652,0.1476407756500652,0.1476407756500652
0.13042506575584412,0.1498209834098816,0.15800683200359344,0.1632528007030487,0.17449688911437988,0.18543687462806702,0.1948252022266388,0.19489997625350952,0.18222694098949432,0.16319206357002258,0.15352346003055573,0.15715117752552032,0.1686619222164154,0.17946206033229828
0.189237681507795,0.19304023948528,0.208585660754057,0.227678090249322,0.181734259571121,0.147637365501239,0.171063473201414,0.209619156424295,0.239379019365803,0.253244476412257,0.2021671602124021,0.2021671602124021,0.2021671602124021,0.2021671602124021
0.21243387460708618,0.21856731176376343,0.21177726984024048,0.19387899339199066,0.17656174302101135,0.1694718450307846,0.18162716925144196,0.20507439970970154,0.2224763184785843,0.22971883416175842,0.22874824702739716,0.2174747735261917,0.1987864077091217,0.18187405169010162
0.181734259571121,0.147637365501239,0.171063473201414,0.209619156424295,0.239379019365803,0.253244476412257,0.258472004512462,0.253307701776884,0.236510216107987,0.199151796239806,0.19915553224977284,0.19915553224977284,0.19915553224977284,0.19915553224977284
0.16247718036174774,0.15584298968315125,0.1810489445924759,0.2118588089942932,0.23724965751171112,0.24997541308403015,0.2534431219100952,0.24755141139030457,0.23421736061573029,0.21620610356330872,0.20085623860359192,0.19149357080459595,0.18901655077934265,0.18630532920360565
0.239379019365803,0.253244476412257,0.258472004512462,0.253307701776884,0.236510216107987,0.199151796239806,0.157734991914758,0.145863241066722,0.122673152757409,0.108510247450066,0.1085116639725095,0.1085116639725095,0.1085116639725095,0.1085116639725095
0.24466094374656677,0.2592831254005432,0.260611891746521,0.24689403176307678,0.22276020050048828,0.19520440697669983,0.16584773361682892,0.14417502284049988,0.12708845734596252,0.11626432090997696,0.11109543591737747,0.10657995939254761,0.10282561182975769,0.10479790717363358
0.236510216107987,0.199151796239806,0.157734991914758,0.145863241066722,0.122673152757409,0.108510247450066,0.0987254604676102,0.0773123989866012,0.0766310900654844,0.0890786727089715,0.08907742795754166,0.08907742795754166,0.08907742795754166,0.08907742795754166
0.22002889215946198,0.18647190928459167,0.155998095870018,0.13752660155296326,0.11987314373254776,0.10828642547130585,0.0984099879860878,0.08991210907697678,0.08581478893756866,0.08516128361225128,0.08678244054317474,0.08780095726251602,0.09201649576425552,0.0955459401011467
0.122673152757409,0.108510247450066,0.0987254604676102,0.0773123989866012,0.0766310900654844,0.0890786727089715,0.0811757924123614,0.059602318500277,0.0543922463418847,0.0627843176184331,0.06278347846342774,0.06278347846342774,0.06278347846342774,0.06278347846342774
0.0971783846616745,0.09540127217769623,0.0902925357222557,0.080766960978508,0.07795034348964691,0.08016298711299896,0.07665227353572845,0.06718815863132477,0.06414565443992615,0.06485366076231003,0.06516086310148239,0.06380227953195572,0.06246297061443329,0.06234561279416084
0.0766310900654844,0.0890786727089715,0.0811757924123614,0.059602318500277,0.0543922463418847,0.0627843176184331,0.0716420175146967,0.0755408007148176,0.0897189316022185,0.109085567164127,0.1090836303587856,0.1090836303587856,0.1090836303587856,0.1090836303587856
0.07636429369449615,0.08235131204128265,0.08087574690580368,0.07180358469486237,0.06797176599502563,0.06845151633024216,0.07378585636615753,0.0835341066122055,0.09169801324605942,0.09428634494543076,0.09509283304214478,0.0955275297164917,0.1006946712732315,0.10820165276527405
0.0543922463418847,0.0627843176184331,0.0716420175146967,0.0755408007148176,0.0897189316022185,0.109085567164127,0.126473365527218,0.147114279593465,0.154431630129983,0.161771109146807,0.17267949358837253,0.1835875211034914,0.19449554861861026,0.20540357613372912
0.06192736700177193,0.0731901228427887,0.08471924066543579,0.0929214209318161,0.10171858221292496,0.11263889074325562,0.12655580043792725,0.14003820717334747,0.14768248796463013,0.15246255695819855,0.1617114543914795,0.17560458183288574,0.18668438494205475,0.1927340179681778
0.0897189316022185,0.109085567164127,0.126473365527218,0.147114279593465,0.154431630129983,0.161771109146807,0.185131498112406,0.15567975729876599,0.113813420486283,0.116906596567168,0.11690628766825273,0.11690628766825273,0.11690628766825273,0.11690628766825273
0.13408581912517548,0.13724499940872192,0.13351182639598846,0.1363275945186615,0.14303196966648102,0.15108686685562134,0.15360893309116364,0.14655306935310364,0.13293501734733582,0.12285645306110382,0.12158578634262085,0.127095565199852,0.13294148445129395,0.1332910656929016
0.154431630129983,0.161771109146807,0.185131498112406,0.15567975729876599,0.113813420486283,0.116906596567168,0.146759991334293,0.172592370313192,0.190262098405539,0.19984332688932,0.15976193402818553,0.15976193402818553,0.15976193402818553,0.15976193402818553
0.1781533658504486,0.17568618059158325,0.15985527634620667,0.13893410563468933,0.12757086753845215,0.1311219185590744,0.1484988033771515,0.16595904529094696,0.17816253006458282,0.18431860208511353,0.18282900750637054,0.17280316352844238,0.15470583736896515,0.14063599705696106
0.113813420486283,0.116906596567168,0.146759991334293,0.172592370313192,0.190262098405539,0.19984332688932,0.203146892583302,0.198338501029192,0.18519286891486,0.155151808866371,0.155154813103837,0.155154813103837,0.155154813103837,0.155154813103837
