0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
27.481869934382612,27.173684190366863,26.35637769089583,26.321758000817113,25.905456501467725,25.302466151386717,25.98437498594222,25.946175329632787,24.929933246104483,25.249185848355612,24.966889498073773,24.461834759156083,25.91911842186729,25.861531200619396,26.541579994325065,26.362827651017383,26.768234658392213,26.716816008794922,27.573622889720188,27.097535002638022,28.28568501326317,28.16417029797003,27.567272065092254,28.081940631132554,28.556558186495824,29.587619195637416,27.925203090467882,28.682453090189487,28.736061433030645,28.69198546356767,26.79887133420188,26.76671768605533,26.796458908364727,26.76047836127295,26.126817685350947,26.12446256625093,25.5815032607957,25.964957847824945,25.636518664017036
27.505014419555664,27.06886863708496,26.461570739746094,26.260841369628906,25.871850967407227,25.411531448364258,25.84653663635254,25.68988037109375,25.10887908935547,25.219045639038086,25.15960693359375,24.887170791625977,25.742656707763672,25.774757385253906,26.299163818359375,26.32651138305664,26.701332092285156,26.78000259399414,27.429880142211914,27.316341400146484,28.140769958496094,28.122386932373047,27.929746627807617,28.287418365478516,28.536039352416992,29.16694450378418,28.209346771240234,28.5499267578125,28.490863800048828,28.331655502319336,27.160175323486328,27.01279640197754,26.90302085876465,26.720937728881836,26.123464584350586,26.03610610961914,25.6262149810791,25.828144073486328,25.465953826904297
27.59874094624496,27.33500100691408,25.664113483899424,26.750495465984798,25.709785257126743,26.869919232497445,26.26244144104382,25.938221660429228,25.929824246094668,24.707204367933816,26.31324095847088,26.24517604892501,26.131556912694435,25.411457531460158,26.266540889260636,26.792742012051825,27.28309361614529,26.651197638916436,27.445849063936816,27.794844508973544,27.617765277422478,28.787139002864663,28.07116290956767,28.61921718987622,28.318882408721844,28.4760169431025,29.033357251283704,28.765890711199358,28.77375377381863,28.766594288133,28.17821526041907,26.48036758480733,26.509948147280966,26.47426313252023,26.46892237441699,26.235570953035964,26.185507567735538,25.987702276106457,26.55524909689743
27.755054473876953,27.282901763916016,26.224145889282227,26.732444763183594,26.00862693786621,26.63393211364746,26.168651580810547,25.89179801940918,25.851213455200195,25.07813262939453,26.039453506469727,26.008695602416992,26.01797866821289,25.688688278198242,26.30006217956543,26.69450569152832,27.133766174316406,26.878257751464844,27.473392486572266,27.809303283691406,27.832988739013672,28.57978630065918,28.205867767333984,28.549510955810547,28.421693801879883,28.532426834106445,28.82986068725586,28.693315505981445,28.541351318359375,28.48488426208496,28.032772064208984,26.928325653076172,26.7752685546875,26.622459411621094,26.515701293945312,26.279478073120117,26.173126220703125,25.94576644897461,26.285205841064453
26.255578122651425,25.398814345787997,25.134780685148897,24.762893956875086,25.89193140277823,25.849293196539428,24.956157672659003,26.23764458549093,26.247496552368382,25.79310544434083,26.92253293396723,27.16420398091559,26.515439897716607,27.77339400806722,27.369224699383267,28.137664544584396,28.26272363977043,29.84550132586965,28.917893287160336,28.6191865203304,28.204569328891274,27.632467322076938,28.179852554776584,28.23164410342372,27.30855556017757,26.917322569436635,26.224931738540658,26.55375303449494,26.548710798228907,26.548380570183216,25.27574031983348,25.278060283744697,25.27468871186945,25.27135190340716,25.29704003837226,25.294650888364274,25.423197364309804,25.39710244579696,25.601783800937174
26.141061782836914,25.401018142700195,25.282438278198242,24.872556686401367,25.643688201904297,25.684988021850586,25.21668815612793,26.085691452026367,26.14521026611328,25.978260040283203,26.827430725097656,27.117918014526367,26.890769958496094,27.772319793701172,27.591716766357422,28.118196487426758,28.283803939819336,29.301555633544922,28.772144317626953,28.573637008666992,28.28881072998047,27.876895904541016,28.107032775878906,28.03584098815918,27.375774383544922,26.989219665527344,26.49604606628418,26.59417724609375,26.424598693847656,26.2908935546875,25.43889617919922,25.323139190673828,25.305742263793945,25.299057006835938,25.198001861572266,25.184051513671875,25.283960342407227,25.32870864868164,25.352535247802734
-3.002330225748,-1.758897829028997,-0.9817161881018318,-1.2120105341319214,-0.30281874626410765,0.8103972725706188,3.3324527027535678,5.7793108068980805,10.878592282975536,16.279874621220806,23.733479927405323,33.253639753350875,40.83272224818837,47.72348935382823,49.48694296180473,48.911101138188926,48.16820467515548,43.91721193266159,39.52559996129271,36.368908191044284,34.16470000372888,32.054656403015116,30.732103797749435,30.483403812347497,29.315939709574952,29.173204928828827,27.327798779566475,28.22225808835454,28.146445532275116,28.1772620642416,28.17637847318714,28.19269084707235,28.19603062952796,28.211715406513438,28.2227748546426,28.211075346938035,28.226564986484888,28.240698616302367,28.23909184591868
-2.993638277053833,-1.7603399753570557,-0.9982306361198425,-1.1999101638793945,-0.30046361684799194,0.830773651599884,3.292473316192627,5.801849365234375,10.85578441619873,16.296680450439453,23.76287269592285,33.21992874145508,40.87379455566406,47.663047790527344,49.490928649902344,48.97031021118164,48.10243606567383,43.927921295166016,39.547996520996094,36.37322235107422,34.14890670776367,32.064029693603516,30.751739501953125,30.44346809387207,29.338706970214844,29.128253936767578,27.397663116455078,28.191390991210938,28.145265579223633,28.15853500366211,28.173967361450195,28.193408966064453,28.20383644104004,28.224802017211914,28.21439552307129,28.21625518798828,28.22663116455078,28.26132583618164,28.243133544921875
26.72536765592529,26.964816503658398,26.108015031672217,26.52960636697234,26.61992127958945,27.104059666310945,27.45740320038399,27.81734769157445,28.111107317869536,28.807044767236427,28.060542048370717,27.992258929034215,28.149725798479658,28.270211681704254,27.85295326172738,28.18479214938061,27.675735266245677,27.357594447216556,27.234795072861278,26.482189660387405,25.69350725133284,26.515839885681906,25.811876973199357,25.603955885822412,26.41996408038817,25.003778699935957,25.577419306084334,25.31122458124146,25.331292074222166,25.312187935946426,26.296486303724883,26.581217729494806,26.575507828432762,26.584847157697993,26.548153649168437,26.353367500932432,26.844208230696758,27.276011997343073,27.63973772544247
26.46869468688965,26.574243545532227,26.20296287536621,26.655731201171875,26.72454261779785,27.161828994750977,27.593229293823242,27.87018585205078,28.105649948120117,28.550994873046875,28.153491973876953,28.10096549987793,28.197643280029297,28.19767189025879,27.888765335083008,28.014652252197266,27.612443923950195,27.31077003479004,27.11187744140625,26.585182189941406,26.03022575378418,26.36754035949707,25.890289306640625,25.67678451538086,26.042795181274414,25.269630432128906,25.51822853088379,25.402053833007812,25.44029426574707,25.486026763916016,26.06752586364746,26.299083709716797,26.405508041381836,26.5290584564209,26.583805084228516,26.6138916015625,26.977203369140625,27.230045318603516,27.641937255859375
