0,0.2,0.5,0.7,1
2.385868507,2.51017548,2.136918256,2.565724229,2.543795771
2.158758152,2.343613093,2.370997626,2.306565824,2.134643651
4.176553518,3.670457877,4.947104356,5.745320399,5.873880972
19.14837253,18.83830246,18.53397223,18.22678357,17.7684657
1.782342976,1.976600861,1.974401537,1.963820586,1.877424949
2.85977038,2.862179265,2.865803258,2.868216264,2.871838443
3.370700627,3.233946963,3.43014941,3.787225983,4.046166467
2.087459337,2.21612898,3.062122051,3.746871845,4.851485013
0.923223208,1.016102624,1.316621835,1.540008254,0.974193467
0.923223208,0.923603968,0.962765133,0.964316718,1.05017915
1.213556523,1.233767254,1.114028086,1.054898409,0.978496497
1.711313546,1.956361386,2.065024772,2.324038206,2.769244372
2.460935615,2.373599789,2.916454452,2.528426048,2.466148365
1.649269409,1.609396638,1.341023642,1.277834401,1.218884054
1.891825853,2.205160208,2.30205,2.216645436,2.215879335
1.204702771,1.042428462,0.972446379,0.958776793,0.956783429
2.21237503,1.084448033,1.418153418,1.840164704,1.56051976
1.859205324,1.960589818,2.221385084,2.236642407,2.088951423
2.553855933,2.384767087,3.010860981,2.643872271,2.691177119
4.263771336,3.657845536,3.105349974,2.393472142,2.031780253
3.023259691,2.595993672,3.540661573,4.422221663,6.100957371
3.149322218,3.599682738,4.030140983,4.225457698,4.445670716
1.440790517,1.265739459,2.045493416,2.532340889,3.242824704
3.957663772,4.437618916,5.065588087,5.265634858,5.234956787
3.242263544,3.768449655,4.558159083,4.679748414,4.653384524
3.927402961,3.50814614,2.462010941,2.414336055,3.483018284
1.82857339,2.023940202,2.034513901,1.96442602,1.608927978
0.990560184,0.977599406,1.03569211,1.16451669,1.354867742
1.069899029,0.902405093,1.134245748,1.57990923,2.2308598
2.265201343,2.402783055,2.594945767,2.654869911,2.644903763
3.712936624,3.660641163,4.360582141,4.46535533,5.334707816
3.260684597,3.456084138,3.606217025,3.809503083,3.925524629
2.862787363,2.466483266,2.957864663,2.703140303,2.899652693
1.594902763,1.539424954,1.68899763,1.577483987,1.466910799
0.995519192,0.971751822,0.888088341,0.894300385,0.904890593
1.309671803,1.269228271,1.388638662,1.500109241,1.687018766
2.864869657,1.864198004,1.37979177,1.405682599,1.49201897
2.646462688,2.787494713,2.395225469,2.393544877,2.356095594
1.753408338,1.757854213,1.981858583,1.961691504,2.036628082
5.862831896,5.908542987,5.966674771,5.99705343,6.034807336
1.476626992,1.613410524,1.637714444,1.543661364,1.256466783
2.935651193,3.382654059,3.063797277,3.092907906,3.04904062
3.61816722,3.321023582,4.332381878,5.226719653,6.367114859
1.476626992,1.320820107,1.098761667,1.168802847,1.07370904
4.163635387,3.545353501,3.712589452,3.438218889,3.477269981
1.890276468,2.47338723,2.914468524,3.120232619,2.903201699
3.844229093,3.419998303,3.170097335,3.131126116,3.361948156
0.987649425,0.889122706,1.388954155,2.008241502,3.090633411
3.648045664,3.83427729,4.991184057,5.071099465,5.556587562
1.714707498,1.53516851,1.518756043,1.674852034,2.188186699
,,,,
