0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
1.1,1.1,1.0,0.9,0.5,1.2,0.8,0.8,0.7,0.9,1.2,2.6,2.5,2.2,2.4,2.1,2.4,2.0,1.6,1.1,0.3,0.6,0.7,0.9,1.6,1.7,2.2,2.1,2.1,2.1,1.7,1.5,1.6,1.8,1.7,1.4,1.3,1.5,1.6,1.4,1.3,1.3,1.5,0.9,0.7,1.0,0.6,1.2,1.2121444940567017,1.1804543733596802,1.37334406375885,1.2347489595413208,1.4775745868682861,1.5127428770065308,1.3740533590316772,1.3251994848251343,1.0267484188079834,0.937981128692627,0.7096428275108337,0.3294268548488617
1.1259286403656006,1.0651293992996216,1.0253816843032837,0.8839871883392334,0.6300370693206787,1.0537515878677368,0.8400995135307312,0.8013548851013184,0.718813419342041,0.941877543926239,1.349940538406372,2.41388201713562,2.4778900146484375,2.264133930206299,2.3316807746887207,2.159322500228882,2.2973945140838623,2.0087339878082275,1.5833803415298462,1.0730959177017212,0.45611727237701416,0.5759896636009216,0.720542311668396,0.9665729999542236,1.5269184112548828,1.7419524192810059,2.123926877975464,2.1100640296936035,2.0995841026306152,2.0057387351989746,1.7292077541351318,1.5740042924880981,1.5943779945373535,1.7250382900238037,1.6537283658981323,1.4445768594741821,1.3613765239715576,1.4749101400375366,1.5438768863677979,1.42225980758667,1.315624475479126,1.342788815498352,1.366330623626709,0.9705933928489685,0.7974132895469666,0.8947100043296814,0.7691754102706909,1.1134088039398193,1.191613793373108,1.2203854322433472,1.3121658563613892,1.2989728450775146,1.4321458339691162,1.4555186033248901,1.38486909866333,1.2923099994659424,1.0851805210113525,0.8967971801757812,0.7267413139343262,0.5306909680366516
2.5,2.2,2.4,2.1,2.4,2.0,1.6,1.1,0.3,0.6,0.7,0.9,1.6,1.7,2.2,2.1,2.1,2.1,1.7,1.5,1.6,1.8,1.7,1.4,1.3,1.5,1.6,1.4,1.3,1.3,1.5,0.9,0.7,1.0,0.6,1.2,0.9,1.3,1.6,1.2,0.5,0.9,0.5,1.6,1.0,1.5,1.7,2.2,1.8179432153701782,1.7832032442092896,1.2440191507339478,1.518654465675354,0.9889926314353943,1.1600857973098755,0.9623828530311584,1.5093765258789062,1.4605300426483154,1.6538805961608887,1.3257025480270386,2.067747116088867
2.4665591716766357,2.213261604309082,2.3489339351654053,2.1389684677124023,2.354149341583252,2.010080099105835,1.5591667890548706,1.065328598022461,0.4133796691894531,0.6034438610076904,0.7147234082221985,0.9492529034614563,1.555556058883667,1.7443559169769287,2.1309380531311035,2.110682487487793,2.098459005355835,2.061962604522705,1.7031947374343872,1.5262389183044434,1.6054707765579224,1.747482419013977,1.664899230003357,1.4348423480987549,1.3396233320236206,1.4751830101013184,1.5604695081710815,1.424583911895752,1.3053154945373535,1.3236000537872314,1.4037573337554932,0.9504166841506958,0.7790377140045166,0.9111647009849548,0.7323325276374817,1.102046251296997,0.9930148720741272,1.2852537631988525,1.491098165512085,1.1646479368209839,0.6516522765159607,0.8013889789581299,0.7073546051979065,1.3739668130874634,1.1404751539230347,1.4573476314544678,1.7323660850524902,2.087948799133301,1.8400331735610962,1.7303624153137207,1.3569666147232056,1.4229307174682617,1.0664862394332886,1.1221574544906616,1.0499016046524048,1.442171573638916,1.4944666624069214,1.586038589477539,1.4293220043182373,1.9153282642364502
1.6,1.7,2.2,2.1,2.1,2.1,1.7,1.5,1.6,1.8,1.7,1.4,1.3,1.5,1.6,1.4,1.3,1.3,1.5,0.9,0.7,1.0,0.6,1.2,0.9,1.3,1.6,1.2,0.5,0.9,0.5,1.6,1.0,1.5,1.7,2.2,1.1,0.4,0.9,1.6,2.0,2.1,1.5,2.3,1.7,1.5,1.1,1.7,1.912628173828125,1.9390190839767456,1.3099229335784912,1.6805604696273804,1.5267966985702515,1.604142427444458,1.2501122951507568,1.2657673358917236,1.6901586055755615,1.9128323793411255,1.4419984817504883,1.1844183206558228
1.5514411926269531,1.81160306930542,2.112643003463745,2.1269538402557373,2.0577621459960938,2.080368757247925,1.6828086376190186,1.5489602088928223,1.6110531091690063,1.787430763244629,1.6620564460754395,1.411730170249939,1.3375855684280396,1.4983232021331787,1.5706959962844849,1.3965728282928467,1.2935030460357666,1.333526849746704,1.4314768314361572,0.9290469288825989,0.7570338845252991,0.9059456586837769,0.7308345437049866,1.1123627424240112,0.9958617091178894,1.2659780979156494,1.5178698301315308,1.1614257097244263,0.6437626481056213,0.7984457015991211,0.6939148306846619,1.3923859596252441,1.148971438407898,1.4708665609359741,1.729554533958435,1.9957445859909058,1.1363499164581299,0.5555034875869751,0.9254472255706787,1.5565682649612427,1.9476755857467651,2.021721363067627,1.6827436685562134,2.135643243789673,1.7477537393569946,1.4580976963043213,1.224197268486023,1.6384793519973755,1.9017348289489746,1.8660527467727661,1.430393934249878,1.5941673517227173,1.5659886598587036,1.5734007358551025,1.3013132810592651,1.2637779712677002,1.6482031345367432,1.8834046125411987,1.5231255292892456,1.1579463481903076
1.3,1.5,1.6,1.4,1.3,1.3,1.5,0.9,0.7,1.0,0.6,1.2,0.9,1.3,1.6,1.2,0.5,0.9,0.5,1.6,1.0,1.5,1.7,2.2,1.1,0.4,0.9,1.6,2.0,2.1,1.5,2.3,1.7,1.5,1.1,1.7,2.0,1.3,1.9,2.2,1.6,2.2,0.9,0.7,1.2,1.4,1.3,0.9,1.17892587184906,1.4567070007324219,1.2979618310928345,1.0331926345825195,0.9530235528945923,1.235784649848938,1.356890082359314,1.103074550628662,1.0180145502090454,1.2105457782745361,1.1158301830291748,0.9365817308425903
1.3229947090148926,1.476547360420227,1.5967063903808594,1.4164758920669556,1.2808791399002075,1.3252524137496948,1.4459346532821655,0.9192317724227905,0.7425496578216553,0.9261791110038757,0.7083534598350525,1.1227320432662964,0.9765719175338745,1.2753007411956787,1.5340428352355957,1.1675492525100708,0.6253184080123901,0.7999143004417419,0.6648426055908203,1.421620488166809,1.1300158500671387,1.4640545845031738,1.7370179891586304,2.0279810428619385,1.1395326852798462,0.5281050205230713,0.9081346988677979,1.5697435140609741,1.957019567489624,2.033449411392212,1.6464917659759521,2.152092933654785,1.7534197568893433,1.4552884101867676,1.2163602113723755,1.6587716341018677,1.9035961627960205,1.4278582334518433,1.8711994886398315,2.092264413833618,1.727524995803833,1.9981814622879028,1.0196154117584229,0.7592912912368774,1.1640572547912598,1.3936492204666138,1.2514230012893677,0.9846571683883667,1.1567672491073608,1.4237529039382935,1.2807987928390503,1.0547869205474854,1.0294948816299438,1.2113304138183594,1.3376131057739258,1.0952121019363403,1.036921739578247,1.1800270080566406,1.097104787826538,0.9934203624725342
0.9,1.3,1.6,1.2,0.5,0.9,0.5,1.6,1.0,1.5,1.7,2.2,1.1,0.4,0.9,1.6,2.0,2.1,1.5,2.3,1.7,1.5,1.1,1.7,2.0,1.3,1.9,2.2,1.6,2.2,0.9,0.7,1.2,1.4,1.3,0.9,0.7,0.9,0.7,1.0,1.1,1.3,0.7,1.0,1.0,0.9,0.5,0.7,0.8071067333221436,0.9707973003387451,0.9152234196662903,0.8722791075706482,0.8456196784973145,1.0607376098632812,0.8676755428314209,0.7764722108840942,0.7568871974945068,1.1016472578048706,0.8221026659011841,0.6522337198257446
0.8686175346374512,1.3851146697998047,1.513397216796875,1.1583003997802734,0.618139386177063,0.8402128219604492,0.6539639234542847,1.4025282859802246,1.1301144361495972,1.4754146337509155,1.749026894569397,1.9977136850357056,1.136558175086975,0.5585945844650269,0.9172601103782654,1.558516025543213,1.952431559562683,2.0174620151519775,1.668192982673645,2.140073537826538,1.736896276473999,1.4664617776870728,1.228447437286377,1.6634551286697388,1.887062907218933,1.449963092803955,1.8607882261276245,2.0765905380249023,1.7478989362716675,1.9771376848220825,1.0241615772247314,0.754761815071106,1.1536612510681152,1.3977599143981934,1.2479665279388428,0.9476314783096313,0.7403485774993896,0.8466647267341614,0.7567517757415771,0.9728713631629944,1.1333407163619995,1.2218979597091675,0.8092828989028931,0.9397666454315186,0.9903755187988281,0.8784809112548828,0.5749824643135071,0.6784877777099609,0.7968593239784241,0.9548523426055908,0.9373418092727661,0.8506419062614441,0.8919597268104553,1.02112877368927,0.885734498500824,0.7471996545791626,0.8104267716407776,1.082076907157898,0.8013094067573547,0.707459032535553
1.1,0.4,0.9,1.6,2.0,2.1,1.5,2.3,1.7,1.5,1.1,1.7,2.0,1.3,1.9,2.2,1.6,2.2,0.9,0.7,1.2,1.4,1.3,0.9,0.7,0.9,0.7,1.0,1.1,1.3,0.7,1.0,1.0,0.9,0.5,0.7,0.7,0.8,1.0,0.8,1.1,1.2,1.3,1.4,1.0,0.7,0.4,0.5,0.908225953578949,0.952918291091919,0.8784653544425964,0.9787707924842834,1.020704984664917,1.1321221590042114,0.9877617359161377,0.9759348034858704,0.8892652988433838,0.6449721455574036,0.5793988108634949,0.48914799094200134
